"StoreNumber","Date","Weekday","Time","InstoreTraffic","StorefrontTraffic","WindowsConversion","Weather","Revenue","Transaction","Conversion","ATV","UPT","EfficientVisit","VisitDuration","RepeatCustomer","Temperature","WeekNumber","2FTraffic","2FConversion","3FTraffic","3FConversion"
"1010106","2017-05-24","Wednesday",0,126,1966,"0.064","Thunderstorms",31779,20,"0.159",1589,"1.25","0.535",13.6,"0.268",82,3,97,0.77,-1,-1
"1010106","2017-05-25","Thursday",0,172,2428,"0.071","Rain",24929,15,"0.087",1662,"1.80","0.539",11.2,"0.301",73,4,122,0.7090000000000001,-1,-1
"1010106","2017-05-26","Friday",0,210,3420,"0.061","Cloudy",35353,23,"0.110",1537,"1.39","0.500",11,"0.284",76,5,129,0.614,-1,-1
"1010106","2017-05-27","Saturday",0,309,3697,"0.084","Rain",58878,38,"0.123",1549,"1.50","0.524",12.2,"0.194",70,6,180,0.583,-1,-1
"1010106","2017-05-28","Sunday",0,480,6340,"0.076","Rain",61966,42,"0.088",1475,"1.48","0.574",11.6,"0.148",77,7,233,0.485,-1,-1
"1010106","2017-05-29","Monday",0,521,5822,"0.089","Cloudy",80239,46,"0.088",1744,"1.83","0.533",11.2,"0.170",83,1,225,0.43200000000000005,-1,-1
"1010106","2017-05-30","Tuesday",0,286,3384,"0.085","Cloudy",60143,39,"0.136",1542,"1.92","0.564",12.5,"0.223",84,2,167,0.584,-1,-1
"1010106","2017-05-31","Wednesday",0,150,2354,"0.064","Cloudy",34928,18,"0.120",1940,"1.89","0.539",12.4,"0.328",89,3,114,0.76,-1,-1
"1010107","2017-05-01","Monday",0,74,810,"0.091","Sunny",20435,18,"0.243",1135,"1.44","0.472",13.2,"0.311",82,1,-1,-1,-1,-1
"1010107","2017-05-02","Tuesday",0,52,360,"0.144","Cloudy",9986,8,"0.154",1248,"2.13","0.492",14.1,"0.368",81,2,-1,-1,-1,-1
"1010107","2017-05-03","Wednesday",0,62,563,"0.110","Thunderstorms",19338,16,"0.258",1209,"1.94","0.521",13.6,"0.384",82,3,-1,-1,-1,-1
"1010107","2017-05-04","Thursday",0,62,477,"0.130","Cloudy",11296,9,"0.145",1255,"1.89","0.521",12.9,"0.368",83,4,-1,-1,-1,-1
"1010107","2017-05-05","Friday",0,76,789,"0.096","Scattered Thunderstorms",19327,15,"0.197",1288,"1.87","0.532",11.6,"0.345",84,5,-1,-1,-1,-1
"1010107","2017-05-06","Saturday",0,114,1165,"0.098","Thunderstorms",34637,27,"0.237",1283,"1.56","0.487",11.1,"0.295",79,6,-1,-1,-1,-1
"1010107","2017-05-07","Sunday",0,135,1153,"0.117","Cloudy",53639,38,"0.281",1412,"1.97","0.505",12.7,"0.284",82,7,-1,-1,-1,-1
"1010107","2017-05-08","Monday",0,74,518,"0.143","na",36890,17,"0.230",2170,"2.29","0.510",12.1,"0.340",82,1,-1,-1,-1,-1
"1010107","2017-05-09","Tuesday",0,53,592,"0.090","Thunderstorms",20995,15,"0.283",1400,"2.00","0.513",11.3,"0.330",82,2,-1,-1,-1,-1
"1010107","2017-05-10","Wednesday",0,68,335,"0.203","Cloudy",15510,11,"0.162",1410,"1.36","0.517",12.1,"0.340",88,3,-1,-1,-1,-1
"1010107","2017-05-11","Thursday",0,59,552,"0.107","Cloudy",19998,13,"0.220",1538,"1.77","0.567",12.9,"0.352",86,4,-1,-1,-1,-1
"1010107","2017-05-12","Friday",0,58,856,"0.068","Thunderstorms",19639,17,"0.293",1155,"1.82","0.581",13.8,"0.331",84,5,-1,-1,-1,-1
"1010107","2017-05-13","Saturday",0,85,1106,"0.077","Thunderstorms",21934,10,"0.118",2193,"2.20","0.439",11.5,"0.282",80,6,-1,-1,-1,-1
"1010107","2017-05-14","Sunday",0,113,1123,"0.101","Cloudy",54598,33,"0.292",1654,"1.82","0.587",16.1,"0.291",85,7,-1,-1,-1,-1
"1010107","2017-05-15","Monday",0,41,502,"0.082","na",18369,11,"0.268",1670,"2.82","0.466",12.9,"0.354",81,1,-1,-1,-1,-1
"1010107","2017-05-16","Tuesday",0,28,522,"0.054","Rain",1960,2,"0.071",980,"1.00","0.626",17,"0.350",70,2,-1,-1,-1,-1
"1010107","2017-05-17","Wednesday",0,77,406,"0.190","Breezy",17596,13,"0.169",1354,"1.31","0.512",11.8,"0.352",80,3,-1,-1,-1,-1
"1010107","2017-05-18","Thursday",0,50,575,"0.087","Breezy",24804,17,"0.340",1459,"1.47","0.498",13.2,"0.348",84,4,-1,-1,-1,-1
"1010107","2017-05-19","Friday",0,57,960,"0.059","Cloudy",23887,9,"0.158",2654,"3.22","0.517",14.3,"0.316",82,5,-1,-1,-1,-1
"1010107","2017-05-20","Saturday",0,144,1309,"0.110","Cloudy",43610,20,"0.139",2181,"2.05","0.455",10.7,"0.311",82,6,-1,-1,-1,-1
"1010107","2017-05-21","Sunday",0,158,1148,"0.138","Cloudy",52389,31,"0.196",1690,"2.00","0.549",15.2,"0.298",83,7,-1,-1,-1,-1
"1010107","2017-05-22","Monday",0,80,521,"0.154","Cloudy",42280,16,"0.200",2643,"3.19","0.527",12.6,"0.347",86,1,-1,-1,-1,-1
"1010107","2017-05-23","Tuesday",0,64,587,"0.109","Cloudy",16589,8,"0.125",2074,"2.25","0.623",19.7,"0.377",85,2,-1,-1,-1,-1
"1010107","2017-05-24","Wednesday",0,56,343,"0.163","Scattered Thunderstorms",16944,10,"0.179",1694,"1.90","0.539",14.6,"0.371",84,3,-1,-1,-1,-1
"1010107","2017-05-25","Thursday",0,50,522,"0.096","Rain",12038,8,"0.160",1505,"1.50","0.522",12.3,"0.350",74,4,-1,-1,-1,-1
"1010107","2017-05-26","Friday",0,52,833,"0.062","Breezy",16188,14,"0.269",1156,"1.29","0.543",13.6,"0.356",77,5,-1,-1,-1,-1
"1010107","2017-05-27","Saturday",0,103,1326,"0.078","Rain",35211,20,"0.194",1761,"1.90","0.504",11.8,"0.294",76,6,-1,-1,-1,-1
"1010107","2017-05-28","Sunday",0,106,1201,"0.088","Cloudy",50187,20,"0.189",2509,"2.95","0.519",11.9,"0.266",81,7,-1,-1,-1,-1
"1010107","2017-05-29","Monday",0,112,1228,"0.091","Cloudy",37098,17,"0.152",2182,"2.29","0.472",10.4,"0.286",88,1,-1,-1,-1,-1
"1010107","2017-05-30","Tuesday",0,97,1048,"0.093","Cloudy",34212,20,"0.206",1711,"1.95","0.543",11.9,"0.319",84,2,-1,-1,-1,-1
"1010107","2017-05-31","Wednesday",0,40,664,"0.060","Breezy",8223,7,"0.175",1175,"1.29","0.518",12.9,"0.348",87,3,-1,-1,-1,-1
"1010108","2017-05-01","Monday",0,136,861,"0.158","Sunny",35689,20,"0.147",1784,"2.20","0.410",11.6,"0.265",81,1,-1,-1,-1,-1
"1010108","2017-05-02","Tuesday",0,70,384,"0.182","Cloudy",30650,10,"0.143",3065,"2.20","0.381",11.6,"0.325",83,2,-1,-1,-1,-1
"1010108","2017-05-03","Wednesday",0,38,434,"0.088","Thunderstorms",15796,10,"0.263",1580,"1.80","0.372",11.9,"0.347",83,3,-1,-1,-1,-1
"1010108","2017-05-04","Thursday",0,68,393,"0.173","Cloudy",10757,7,"0.103",1537,"1.43","0.430",12.5,"0.351",84,4,-1,-1,-1,-1
"1010108","2017-05-05","Friday",0,78,604,"0.129","Thunderstorms",19069,11,"0.141",1734,"1.64","0.471",12.9,"0.317",85,5,-1,-1,-1,-1
"1010108","2017-05-06","Saturday",0,186,1396,"0.133","Cloudy",47826,29,"0.156",1649,"1.79","0.451",12.2,"0.234",82,6,-1,-1,-1,-1
"1010108","2017-05-07","Sunday",0,226,1540,"0.147","Sunny",59784,34,"0.150",1758,"2.09","0.437",11.2,"0.255",85,7,-1,-1,-1,-1
"1010108","2017-05-08","Monday",0,118,476,"0.248","Thunderstorms",45119,23,"0.195",1962,"1.52","0.435",11.1,"0.332",84,1,-1,-1,-1,-1
"1010108","2017-05-09","Tuesday",0,79,660,"0.120","Scattered Thunderstorms",12537,12,"0.152",1045,"1.08","0.361",11.3,"0.357",83,2,-1,-1,-1,-1
"1010108","2017-05-10","Wednesday",0,64,882,"0.073","na",11156,9,"0.141",1240,"1.22","0.469",12.6,"0.344",87,3,-1,-1,-1,-1
"1010108","2017-05-11","Thursday",0,103,1059,"0.097","Cloudy",13360,9,"0.087",1484,"1.22","0.389",12,"0.329",87,4,-1,-1,-1,-1
"1010108","2017-05-12","Friday",0,132,1338,"0.099","Thunderstorms",18940,12,"0.091",1578,"1.83","0.411",9.8,"0.334",85,5,-1,-1,-1,-1
"1010108","2017-05-13","Saturday",0,204,2850,"0.072","Thunderstorms",21720,13,"0.064",1671,"1.23","0.486",11.5,"0.258",82,6,-1,-1,-1,-1
"1010108","2017-05-14","Sunday",0,238,2824,"0.084","Cloudy",33127,22,"0.092",1506,"1.55","0.411",11.9,"0.257",86,7,-1,-1,-1,-1
"1010108","2017-05-15","Monday",0,56,1098,"0.051","na",8043,8,"0.143",1005,"1.50","0.473",10.9,"0.331",81,1,-1,-1,-1,-1
"1010108","2017-05-16","Tuesday",0,61,810,"0.075","na",9830,7,"0.115",1404,"1.29","0.452",10.6,"0.327",73,2,-1,-1,-1,-1
"1010108","2017-05-17","Wednesday",0,88,1236,"0.071","Cloudy",21157,11,"0.125",1923,"2.18","0.423",12.4,"0.331",81,3,-1,-1,-1,-1
"1010108","2017-05-18","Thursday",0,110,1138,"0.097","Cloudy",24759,17,"0.155",1456,"1.47","0.494",13.5,"0.316",84,4,-1,-1,-1,-1
"1010108","2017-05-19","Friday",0,79,1385,"0.057","Cloudy",9828,7,"0.089",1404,"1.71","0.471",11.4,"0.324",79,5,-1,-1,-1,-1
"1010108","2017-05-20","Saturday",0,276,2955,"0.093","Cloudy",56289,29,"0.105",1941,"1.90","0.404",11.3,"0.269",82,6,-1,-1,-1,-1
"1010108","2017-05-21","Sunday",0,324,3345,"0.097","Cloudy",52870,31,"0.096",1705,"1.74","0.446",11.3,"0.269",84,7,-1,-1,-1,-1
"1010108","2017-05-22","Monday",0,73,945,"0.077","Thunderstorms",23650,18,"0.247",1314,"1.33","0.418",11.3,"0.354",85,1,-1,-1,-1,-1
"1010108","2017-05-23","Tuesday",0,69,923,"0.075","Cloudy",11297,8,"0.116",1412,"1.63","0.460",10.7,"0.343",84,2,-1,-1,-1,-1
"1010108","2017-05-24","Wednesday",0,69,971,"0.071","Rain",15020,9,"0.130",1669,"1.56","0.424",11.7,"0.360",82,3,-1,-1,-1,-1
"1010108","2017-05-25","Thursday",0,82,1023,"0.080","Rain",11728,8,"0.098",1466,"1.63","0.413",11.7,"0.347",77,4,-1,-1,-1,-1
"1010108","2017-05-26","Friday",0,82,1398,"0.059","Cloudy",16728,7,"0.085",2390,"3.14","0.423",11.4,"0.325",81,5,-1,-1,-1,-1
"1010108","2017-05-27","Saturday",0,200,3216,"0.062","Rain",31845,19,"0.095",1676,"1.53","0.440",12.8,"0.246",79,6,-1,-1,-1,-1
"1010108","2017-05-28","Sunday",0,279,4017,"0.069","Cloudy",40846,27,"0.097",1513,"1.70","0.418",11.9,"0.222",82,7,-1,-1,-1,-1
"1010108","2017-05-29","Monday",0,337,3533,"0.095","Cloudy",49348,31,"0.092",1592,"1.71","0.442",11,"0.242",86,1,-1,-1,-1,-1
"1010108","2017-05-30","Tuesday",0,145,1939,"0.075","Cloudy",41030,22,"0.152",1865,"1.95","0.471",11.6,"0.300",81,2,-1,-1,-1,-1
"1010108","2017-05-31","Wednesday",0,88,1070,"0.082","Scattered Thunderstorms",14620,10,"0.114",1462,"1.40","0.411",12.2,"0.352",87,3,-1,-1,-1,-1
"1010109","2017-05-01","Monday",0,174,6617,"0.026","Sunny",33816,16,"0.092",2114,"2.50","0.489",14.6,"0.316",85,1,-1,-1,-1,-1
"1010109","2017-05-02","Tuesday",0,121,6177,"0.020","Rain",12539,9,"0.074",1393,"1.44","0.529",13.1,"0.357",83,2,-1,-1,-1,-1
"1010109","2017-05-03","Wednesday",0,125,5985,"0.021","Thunderstorms",27980,15,"0.120",1865,"1.80","0.512",14.5,"0.387",82,3,-1,-1,-1,-1
"1010109","2017-05-04","Thursday",0,104,6019,"0.017","Cloudy",17096,13,"0.125",1315,"1.46","0.553",13.8,"0.366",86,4,-1,-1,-1,-1
"1010109","2017-05-05","Friday",0,139,6174,"0.023","Thunderstorms",17750,11,"0.079",1614,"1.82","0.552",13.9,"0.363",85,5,-1,-1,-1,-1
"1010109","2017-05-06","Saturday",0,245,7070,"0.035","Rain",68023,36,"0.147",1890,"2.67","0.515",16.3,"0.304",78,6,-1,-1,-1,-1
"1010109","2017-05-07","Sunday",0,309,7241,"0.043","Cloudy",63986,40,"0.129",1600,"2.10","0.496",16.5,"0.308",79,7,-1,-1,-1,-1
"1010109","2017-05-08","Monday",0,149,5793,"0.026","Cloudy",26080,20,"0.134",1304,"1.90","0.538",14.6,"0.368",85,1,-1,-1,-1,-1
"1010109","2017-05-09","Tuesday",0,153,5714,"0.027","Scattered Thunderstorms",12567,11,"0.072",1142,"1.45","0.521",16.3,"0.357",82,2,-1,-1,-1,-1
"1010109","2017-05-10","Wednesday",0,153,6011,"0.025","na",32363,24,"0.157",1348,"1.63","0.532",17.5,"0.365",89,3,-1,-1,-1,-1
"1010109","2017-05-11","Thursday",0,117,5933,"0.020","Cloudy",11506,9,"0.077",1278,"1.44","0.558",17.6,"0.356",90,4,-1,-1,-1,-1
"1010109","2017-05-12","Friday",0,123,6560,"0.019","Thunderstorms",16846,11,"0.089",1531,"1.82","0.465",18,"0.369",85,5,-1,-1,-1,-1
"1010109","2017-05-13","Saturday",0,212,7282,"0.029","Scattered Thunderstorms",51444,23,"0.108",2237,"2.48","0.535",18.3,"0.309",79,6,-1,-1,-1,-1
"1010109","2017-05-14","Sunday",0,252,6559,"0.038","Rain",41519,24,"0.095",1730,"1.92","0.572",13.5,"0.312",84,7,-1,-1,-1,-1
"1010109","2017-05-15","Monday",0,67,5627,"0.012","Cloudy",9640,7,"0.104",1377,"1.43","0.553",14.7,"0.348",82,1,-1,-1,-1,-1
"1010109","2017-05-16","Tuesday",0,76,6282,"0.012","na",12840,10,"0.132",1284,"2.00","0.545",17.2,"0.335",72,2,-1,-1,-1,-1
"1010109","2017-05-17","Wednesday",0,156,6308,"0.025","Rain",26020,17,"0.109",1531,"1.59","0.549",14.8,"0.344",80,3,-1,-1,-1,-1
"1010109","2017-05-18","Thursday",0,97,6140,"0.016","Cloudy",21489,15,"0.155",1433,"1.60","0.550",18.6,"0.356",83,4,-1,-1,-1,-1
"1010109","2017-05-19","Friday",0,112,6897,"0.016","Breezy",18940,9,"0.080",2104,"2.11","0.513",15.2,"0.331",79,5,-1,-1,-1,-1
"1010109","2017-05-20","Saturday",0,304,7952,"0.038","Rain",52582,29,"0.095",1813,"2.10","0.545",14.7,"0.316",82,6,-1,-1,-1,-1
"1010109","2017-05-21","Sunday",0,347,7052,"0.049","Rain",75383,47,"0.135",1604,"2.04","0.428",11.9,"0.258",81,7,-1,-1,-1,-1
"1010109","2017-05-22","Monday",0,110,5877,"0.019","Cloudy",23186,14,"0.127",1656,"1.93","0.478",13.2,"0.351",86,1,-1,-1,-1,-1
"1010109","2017-05-23","Tuesday",0,129,5738,"0.022","Rain",28283,20,"0.155",1414,"1.75","0.488",15.7,"0.349",87,2,-1,-1,-1,-1
"1010109","2017-05-24","Wednesday",0,101,5712,"0.018","Thunderstorms",13510,11,"0.109",1228,"1.55","0.490",15.9,"0.361",83,3,-1,-1,-1,-1
"1010109","2017-05-25","Thursday",0,95,5843,"0.016","Rain",10727,7,"0.074",1532,"2.00","0.471",15.9,"0.359",74,4,-1,-1,-1,-1
"1010109","2017-05-26","Friday",0,177,6698,"0.026","Cloudy",44367,28,"0.158",1585,"1.61","0.451",17.1,"0.362",77,5,-1,-1,-1,-1
"1010109","2017-05-27","Saturday",0,186,7166,"0.026","Rain",32519,27,"0.145",1204,"1.41","0.379",13.4,"0.312",72,6,-1,-1,-1,-1
"1010109","2017-05-28","Sunday",0,242,6577,"0.037","Cloudy",46736,24,"0.099",1947,"2.25","0.364",11.5,"0.297",79,7,-1,-1,-1,-1
"1010109","2017-05-29","Monday",0,159,6420,"0.025","Cloudy",21007,14,"0.088",1501,"2.00","0.381",11.9,"0.310",85,1,-1,-1,-1,-1
"1010109","2017-05-30","Tuesday",0,164,6016,"0.027","Cloudy",41618,24,"0.146",1734,"2.17","0.386",10.9,"0.323",85,2,-1,-1,-1,-1
"1010109","2017-05-31","Wednesday",0,107,6080,"0.018","Cloudy",20907,12,"0.112",1742,"1.67","0.347",11.2,"0.363",90,3,-1,-1,-1,-1
"1010110","2017-05-01","Monday",0,104,544,"0.191","Sunny",50420,23,"0.221",2192,"3.00","0.450",11.1,"0.243",82,1,-1,-1,-1,-1
"1010110","2017-05-02","Tuesday",0,67,391,"0.171","Cloudy",29060,17,"0.254",1709,"1.88","0.538",8.3,"0.479",84,2,-1,-1,-1,-1
"1010110","2017-05-03","Wednesday",0,41,302,"0.136","Scattered Thunderstorms",20882,17,"0.415",1228,"1.76","0.733",12.7,"0.377",85,3,-1,-1,-1,-1
"1010110","2017-05-04","Thursday",0,29,325,"0.089","Cloudy",25282,13,"0.448",1945,"2.31","0.706",13.2,"0.414",86,4,-1,-1,-1,-1
"1010110","2017-05-05","Friday",0,84,515,"0.163","Thunderstorms",41637,24,"0.286",1735,"2.21","0.645",14.5,"0.326",86,5,-1,-1,-1,-1
"1010110","2017-05-06","Saturday",0,162,762,"0.213","Thunderstorms",69422,40,"0.247",1736,"2.40","0.632",10.3,"0.241",83,6,-1,-1,-1,-1
"1010110","2017-05-07","Sunday",0,198,784,"0.253","Cloudy",63404,35,"0.177",1812,"2.57","0.462",9.3,"0.138",86,7,-1,-1,-1,-1
"1010110","2017-05-08","Monday",0,64,441,"0.145","na",38325,26,"0.406",1474,"2.23","0.400",11.5,"0.182",85,1,-1,-1,-1,-1
"1010110","2017-05-09","Tuesday",0,53,293,"0.181","Rain",32188,18,"0.340",1788,"2.22","0.500",20.8,"0.267",85,2,-1,-1,-1,-1
"1010110","2017-05-10","Wednesday",0,60,370,"0.162","na",26138,13,"0.217",2011,"2.77","0.704",10.5,"0.407",87,3,-1,-1,-1,-1
"1010110","2017-05-11","Thursday",0,46,335,"0.137","Thunderstorms",20340,14,"0.304",1453,"1.71","0.560",9.8,"0.356",87,4,-1,-1,-1,-1
"1010110","2017-05-12","Friday",0,64,528,"0.121","Cloudy",20635,16,"0.250",1290,"1.75","0.282",9,"0.343",88,5,-1,-1,-1,-1
"1010110","2017-05-13","Saturday",0,92,729,"0.126","Thunderstorms",39439,27,"0.293",1461,"1.81","0.545",12.7,"0.183",84,6,-1,-1,-1,-1
"1010110","2017-05-14","Sunday",0,167,837,"0.200","Thunderstorms",75702,39,"0.234",1941,"2.21","0.411",12.5,"0.214",87,7,-1,-1,-1,-1
"1010110","2017-05-15","Monday",0,42,368,"0.114","Thunderstorms",17795,13,"0.310",1369,"1.69","0.500",9,"0.357",82,1,-1,-1,-1,-1
"1010110","2017-05-16","Tuesday",0,22,539,"0.041","na",15557,8,"0.364",1945,"2.00","0.364",8.5,"0.237",73,2,-1,-1,-1,-1
"1010110","2017-05-17","Wednesday",0,50,341,"0.147","Cloudy",18117,11,"0.220",1647,"1.73","0.386",14.8,"0.255",82,3,-1,-1,-1,-1
"1010110","2017-05-18","Thursday",0,55,326,"0.169","Cloudy",24124,14,"0.255",1723,"2.00","0.462",15.5,"0.170",85,4,-1,-1,-1,-1
"1010110","2017-05-19","Friday",0,33,667,"0.049","Cloudy",21905,12,"0.364",1825,"2.58","0.615",11.4,"0.193",80,5,-1,-1,-1,-1
"1010110","2017-05-20","Saturday",0,87,732,"0.119","Cloudy",43844,21,"0.241",2088,"2.14","0.523",11.9,"0.125",82,6,-1,-1,-1,-1
"1010110","2017-05-21","Sunday",0,132,676,"0.195","Cloudy",52037,29,"0.220",1794,"2.07","0.410",9.1,"0.136",85,7,-1,-1,-1,-1
"1010110","2017-05-22","Monday",0,36,348,"0.103","Thunderstorms",20676,10,"0.278",2068,"2.10","0.433",11.5,"0.235",85,1,-1,-1,-1,-1
"1010110","2017-05-23","Tuesday",0,59,330,"0.179","Rain",28416,17,"0.288",1672,"2.18","0.318",9.1,"0.222",86,2,-1,-1,-1,-1
"1010110","2017-05-24","Wednesday",0,41,366,"0.112","Rain",18015,10,"0.244",1802,"2.00","0.333",8.2,"0.220",83,3,-1,-1,-1,-1
"1010110","2017-05-25","Thursday",0,52,439,"0.118","Rain",24622,10,"0.192",2462,"2.50","0.632",12.4,"0.241",79,4,-1,-1,-1,-1
"1010110","2017-05-26","Friday",0,61,453,"0.135","Cloudy",25653,15,"0.246",1710,"2.20","0.385",9.6,"0.177",83,5,-1,-1,-1,-1
"1010110","2017-05-27","Saturday",0,169,795,"0.213","Rain",56759,30,"0.178",1892,"2.27","0.567",11.7,"0.125",82,6,-1,-1,-1,-1
"1010110","2017-05-28","Sunday",0,217,911,"0.238","Cloudy",57794,29,"0.134",1993,"2.48","0.308",9.1,"0.109",83,7,-1,-1,-1,-1
"1010110","2017-05-29","Monday",0,128,714,"0.179","Cloudy",47637,26,"0.203",1832,"2.12","0.375",9.3,"0.062",87,1,-1,-1,-1,-1
"1010110","2017-05-30","Tuesday",0,85,660,"0.129","Rain",27283,13,"0.153",2099,"2.23","0.636",16,"0.120",81,2,-1,-1,-1,-1
"1010110","2017-05-31","Wednesday",0,37,390,"0.095","Thunderstorms",21599,14,"0.378",1543,"2.00","0.667",7.5,"0.214",89,3,-1,-1,-1,-1
"1010111","2017-05-01","Monday",0,78,1325,"0.059","Sunny",17557,9,"0.115",1951,"2.56","0.543",12.5,"0.259",84,1,-1,-1,-1,-1
"1010111","2017-05-02","Tuesday",0,74,963,"0.077","Cloudy",23183,14,"0.189",1656,"1.86","0.680",13.2,"0.316",84,2,-1,-1,-1,-1
"1010111","2017-05-03","Wednesday",0,73,964,"0.076","Sunny",13287,7,"0.096",1898,"2.00","0.590",12.4,"0.350",84,3,-1,-1,-1,-1
"1010111","2017-05-04","Thursday",0,75,1044,"0.072","Cloudy",11661,9,"0.120",1296,"2.33","0.739",15.4,"0.302",87,4,-1,-1,-1,-1
"1010111","2017-05-05","Friday",0,112,1866,"0.060","Cloudy",29224,18,"0.161",1624,"2.22","0.459",14.6,"0.275",84,5,-1,-1,-1,-1
"1010111","2017-05-06","Saturday",0,195,2667,"0.073","Thunderstorms",61668,31,"0.159",1989,"2.77","0.517",11.7,"0.188",85,6,-1,-1,-1,-1
"1010111","2017-05-07","Sunday",0,161,2594,"0.062","Cloudy",53096,31,"0.193",1713,"2.77","0.574",12,"0.237",86,7,-1,-1,-1,-1
"1010111","2017-05-08","Monday",0,104,1071,"0.097","na",26746,16,"0.154",1672,"2.31","0.494",13.1,"0.287",84,1,-1,-1,-1,-1
"1010111","2017-05-09","Tuesday",0,70,1064,"0.066","na",11717,8,"0.114",1465,"2.50","0.571",12.9,"0.323",86,2,-1,-1,-1,-1
"1010111","2017-05-10","Wednesday",0,59,1125,"0.052","na",16496,9,"0.153",1833,"2.89","0.484",14.4,"0.336",88,3,-1,-1,-1,-1
"1010111","2017-05-11","Thursday",0,68,1063,"0.064","Thunderstorms",18505,11,"0.162",1682,"2.09","0.557",12.4,"0.304",87,4,-1,-1,-1,-1
"1010111","2017-05-12","Friday",0,75,2077,"0.036","Cloudy",16477,9,"0.120",1831,"2.22","0.492",10.2,"0.293",90,5,-1,-1,-1,-1
"1010111","2017-05-13","Saturday",0,139,2776,"0.050","Thunderstorms",27132,17,"0.122",1596,"2.12","0.493",12,"0.234",85,6,-1,-1,-1,-1
"1010111","2017-05-14","Sunday",0,112,2121,"0.053","Thunderstorms",18028,13,"0.116",1387,"1.77","0.596",11.8,"0.223",87,7,0,0,-1,-1
"1010111","2017-05-15","Monday",0,38,1130,"0.034","Thunderstorms",10070,5,"0.132",2014,"2.20","0.603",11.2,"0.314",84,1,0,0,-1,-1
"1010111","2017-05-16","Tuesday",0,38,1146,"0.033","na",4050,4,"0.105",1013,"2.25","0.553",12.7,"0.333",74,2,21,0.5529999999999999,-1,-1
"1010111","2017-05-17","Wednesday",0,59,949,"0.062","Cloudy",16791,11,"0.186",1526,"1.55","0.508",10.7,"0.303",81,3,53,0.898,-1,-1
"1010111","2017-05-18","Thursday",0,62,1368,"0.045","Cloudy",18778,13,"0.210",1444,"1.77","0.538",12.1,"0.286",84,4,59,0.9520000000000001,-1,-1
"1010111","2017-05-19","Friday",0,68,1877,"0.036","Cloudy",16295,8,"0.118",2037,"2.00","0.570",14.8,"0.311",82,5,28,0.41200000000000003,-1,-1
"1010111","2017-05-20","Saturday",0,177,2781,"0.064","Cloudy",35324,18,"0.102",1962,"2.00","0.577",11.1,"0.241",83,6,73,0.41200000000000003,-1,-1
"1010111","2017-05-21","Sunday",0,108,2918,"0.037","Cloudy",26451,19,"0.176",1392,"1.79","0.533",12.4,"0.248",87,7,39,0.361,-1,-1
"1010111","2017-05-22","Monday",0,48,1380,"0.035","Scattered Thunderstorms",24116,9,"0.188",2680,"3.22","0.472",12.6,"0.302",86,1,149,3.1039999999999996,-1,-1
"1010111","2017-05-23","Tuesday",0,45,1366,"0.033","Rain",21800,12,"0.267",1817,"1.67","0.527",17.4,"0.311",86,2,74,1.6440000000000001,-1,-1
"1010111","2017-05-24","Wednesday",0,79,990,"0.080","Rain",15384,13,"0.165",1183,"1.85","0.487",13.2,"0.274",83,3,137,1.734,-1,-1
"1010111","2017-05-25","Thursday",0,55,1081,"0.051","Rain",14135,11,"0.200",1285,"1.82","0.684",13,"0.308",80,4,108,1.964,-1,-1
"1010111","2017-05-26","Friday",0,58,2120,"0.027","Cloudy",7162,6,"0.103",1194,"2.50","0.522",13.9,"0.268",85,5,129,2.224,-1,-1
"1010111","2017-05-27","Saturday",0,180,4108,"0.044","Scattered Thunderstorms",46350,31,"0.172",1495,"2.03","0.657",12.3,"0.189",82,6,161,0.894,-1,-1
"1010111","2017-05-28","Sunday",0,167,3902,"0.043","Cloudy",39486,20,"0.120",1974,"2.20","0.376",9.1,"0.161",84,7,161,0.9640000000000001,-1,-1
"1010111","2017-05-29","Monday",0,205,3625,"0.057","Cloudy",23399,18,"0.088",1300,"1.44","0.558",13.9,"0.189",85,1,96,0.46799999999999997,-1,-1
"1010111","2017-05-30","Tuesday",0,83,2524,"0.033","Rain",10778,6,"0.072",1796,"2.17","0.506",16.4,"0.265",79,2,103,1.2409999999999999,-1,-1
"1010111","2017-05-31","Wednesday",0,60,1087,"0.055","Rain",19577,14,"0.233",1398,"2.07","0.477",13.6,"0.282",89,3,36,0.6,-1,-1
