StoreNumber,Date,Weekday,Time,InstoreTraffic,StorefrontTraffic,WindowsConversion,Weather,Revenue,Transaction,Conversion,ATV,UPT,EfficientVisit,VisitDuration,per,RepeatCustomer,Temperature,WeekNumber,normal_vacation,special_vacation,consistent_vacation
1010106,2017/5/26,Friday,18,28,473,0.059,Cloudy,2150,2,0.071,1075,1,0.5,11,76.78571429,0.284,75,5,0,0,0
1010106,2017/5/26,Friday,19,25,460,0.054,Cloudy,2960,2,0.08,1480,1,0.5,11,118.4,0.284,75,5,0,0,0
1010106,2017/5/26,Friday,20,31,403,0.077,Cloudy,9623,6,0.194,1604,1.67,0.5,11,310.4193548,0.284,75,5,0,0,0
1010106,2017/5/26,Friday,21,39,388,0.101,Cloudy,980,1,0.026,980,1,0.5,11,25.12820513,0.284,75,5,0,0,0
1010106,2017/5/27,Saturday,12,16,333,0.048,Rain,2360,2,0.125,1180,1.5,0.524,12.2,147.5,0.194,78,6,1,0,1
1010106,2017/5/27,Saturday,13,23,408,0.056,Rain,1960,2,0.087,980,1,0.524,12.2,85.2173913,0.194,75,6,1,0,1
1010106,2017/5/27,Saturday,14,21,288,0.073,Rain,3760,3,0.143,1253,2,0.524,12.2,179.047619,0.194,69,6,1,0,1
1010106,2017/5/27,Saturday,15,22,329,0.067,Rain,3960,2,0.091,1980,1,0.524,12.2,180,0.194,70,6,1,0,1
1010106,2017/5/27,Saturday,16,23,329,0.07,Rain,2600,2,0.087,1300,1.5,0.524,12.2,113.0434783,0.194,68,6,1,0,1
1010106,2017/5/27,Saturday,17,23,366,0.063,Rain,8560,3,0.13,2853,2.33,0.524,12.2,372.173913,0.194,68,6,1,0,1
1010106,2017/5/27,Saturday,18,39,419,0.093,Rain,10618,5,0.128,2124,1.8,0.524,12.2,272.2564103,0.194,68,6,1,0,1
1010106,2017/5/27,Saturday,19,40,430,0.093,Rain,4010,3,0.075,1337,1.33,0.524,12.2,100.25,0.194,68,6,1,0,1
1010106,2017/5/27,Saturday,20,74,472,0.157,Rain,12770,9,0.122,1419,1.44,0.524,12.2,172.5675676,0.194,68,6,1,0,1
1010106,2017/5/27,Saturday,21,28,323,0.087,Cloudy,8280,7,0.25,1183,1.14,0.524,12.2,295.7142857,0.194,68,6,1,0,1
1010106,2017/5/28,Sunday,12,19,459,0.041,Rain,6310,4,0.211,1578,1.25,0.574,11.6,332.1052632,0.148,79,7,1,0,1
1010106,2017/5/28,Sunday,13,38,558,0.068,Rain,3130,2,0.053,1565,2,0.574,11.6,82.36842105,0.148,80,7,1,0,1
1010106,2017/5/28,Sunday,14,53,614,0.086,Rain,980,1,0.019,980,1,0.574,11.6,18.49056604,0.148,77,7,1,0,1
1010106,2017/5/28,Sunday,15,51,708,0.072,Rain,11790,7,0.137,1684,1.57,0.574,11.6,231.1764706,0.148,77,7,1,0,1
1010106,2017/5/28,Sunday,16,63,720,0.088,Rain,6520,4,0.063,1630,1.25,0.574,11.6,103.4920635,0.148,77,7,1,0,1
1010106,2017/5/28,Sunday,17,41,733,0.056,Cloudy,7010,4,0.098,1753,1.5,0.574,11.6,170.9756098,0.148,77,7,1,0,1
1010106,2017/5/28,Sunday,18,74,701,0.106,Cloudy,8840,7,0.095,1263,1.14,0.574,11.6,119.4594595,0.148,75,7,1,0,1
1010106,2017/5/28,Sunday,19,39,701,0.056,Cloudy,6009,4,0.103,1502,2,0.574,11.6,154.0769231,0.148,75,7,1,0,1
1010106,2017/5/28,Sunday,20,71,700,0.101,Cloudy,9897,8,0.113,1237,1.63,0.574,11.6,139.3943662,0.148,75,7,1,0,1
1010106,2017/5/28,Sunday,21,31,446,0.07,Cloudy,1480,1,0.032,1480,1,0.574,11.6,47.74193548,0.148,73,7,1,0,1
1010106,2017/5/29,Monday,12,13,380,0.034,Cloudy,3868,4,0.308,967,1.25,0.533,11.2,297.5384615,0.17,82,1,0,0,1
1010106,2017/5/29,Monday,13,21,476,0.044,Cloudy,5020,2,0.095,2510,2.5,0.533,11.2,239.047619,0.17,84,1,0,0,1
1010106,2017/5/29,Monday,14,45,563,0.08,Cloudy,9230,4,0.089,2308,1,0.533,11.2,205.1111111,0.17,85,1,0,0,1
1010106,2017/5/29,Monday,15,97,627,0.155,Cloudy,10855,7,0.072,1551,1.71,0.533,11.2,111.9072165,0.17,85,1,0,0,1
1010106,2017/5/29,Monday,16,68,594,0.114,Cloudy,12369,5,0.074,2474,3,0.533,11.2,181.8970588,0.17,87,1,0,0,1
1010106,2017/5/29,Monday,17,60,748,0.08,Cloudy,7300,5,0.083,1460,1.6,0.533,11.2,121.6666667,0.17,82,1,0,0,1
1010106,2017/5/29,Monday,18,49,634,0.077,Cloudy,9158,6,0.122,1526,1.67,0.533,11.2,186.8979592,0.17,82,1,0,0,1
1010106,2017/5/29,Monday,19,65,727,0.089,Cloudy,7270,5,0.077,1454,1.4,0.533,11.2,111.8461538,0.17,80,1,0,0,1
1010106,2017/5/29,Monday,20,68,678,0.1,Cloudy,10659,4,0.059,2665,3.25,0.533,11.2,156.75,0.17,80,1,0,0,1
1010106,2017/5/29,Monday,21,35,395,0.089,Cloudy,4510,4,0.114,1128,1.25,0.533,11.2,128.8571429,0.17,79,1,0,0,1
1010106,2017/5/30,Tuesday,12,24,297,0.081,Cloudy,5177,4,0.167,1294,1.5,0.564,12.5,215.7083333,0.223,91,2,0,1,1
1010106,2017/5/30,Tuesday,13,21,300,0.07,Cloudy,5298,5,0.238,1060,1.6,0.564,12.5,252.2857143,0.223,89,2,0,1,1
1010106,2017/5/30,Tuesday,14,23,278,0.083,Rain,11196,7,0.304,1599,1.86,0.564,12.5,486.7826087,0.223,88,2,0,1,1
1010106,2017/5/30,Tuesday,15,49,494,0.099,Rain,6870,5,0.102,1374,1.2,0.564,12.5,140.2040816,0.223,84,2,0,1,1
1010106,2017/5/30,Tuesday,16,47,572,0.082,Rain,8540,5,0.106,1708,2.4,0.564,12.5,181.7021277,0.223,84,2,0,1,1
1010106,2017/5/30,Tuesday,17,32,392,0.082,Rain,6367,4,0.125,1592,2.75,0.564,12.5,198.96875,0.223,82,2,0,1,1
1010106,2017/5/30,Tuesday,18,22,390,0.056,Rain,12565,6,0.273,2094,2.33,0.564,12.5,571.1363636,0.223,82,2,0,1,1
1010106,2017/5/30,Tuesday,19,36,258,0.14,Rain,2660,2,0.056,1330,1,0.564,12.5,73.88888889,0.223,80,2,0,1,1
1010106,2017/5/30,Tuesday,20,20,235,0.085,Cloudy,1470,1,0.05,1470,3,0.564,12.5,73.5,0.223,79,2,0,1,1
1010106,2017/5/30,Tuesday,21,12,168,0.071,Cloudy,0,0,0,0,0,0.564,12.5,0,0.223,77,2,0,1,1
1010106,2017/5/31,Wednesday,12,10,165,0.061,Cloudy,1120,1,0.1,1120,3,0.539,12.4,112,0.328,84,3,0,0,0
1010106,2017/5/31,Wednesday,13,7,222,0.032,Cloudy,13430,4,0.571,3358,3.25,0.539,12.4,1918.571429,0.328,86,3,0,0,0
1010106,2017/5/31,Wednesday,14,21,144,0.146,Cloudy,0,0,0,0,0,0.539,12.4,0,0.328,91,3,0,0,0
1010106,2017/5/31,Wednesday,15,11,215,0.051,Cloudy,5810,3,0.273,1937,1.67,0.539,12.4,528.1818182,0.328,95,3,0,0,0
1010106,2017/5/31,Wednesday,16,18,208,0.087,Cloudy,2950,2,0.111,1475,1.5,0.539,12.4,163.8888889,0.328,93,3,0,0,0
1010106,2017/5/31,Wednesday,17,15,257,0.058,Cloudy,980,1,0.067,980,1,0.539,12.4,65.33333333,0.328,93,3,0,0,0
1010106,2017/5/31,Wednesday,18,7,324,0.022,Cloudy,1380,1,0.143,1380,1,0.539,12.4,197.1428571,0.328,89,3,0,0,0
1010106,2017/5/31,Wednesday,19,24,315,0.076,Cloudy,5798,4,0.167,1450,1.5,0.539,12.4,241.5833333,0.328,88,3,0,0,0
1010106,2017/5/31,Wednesday,20,25,306,0.082,Cloudy,0,0,0,0,0,0.539,12.4,0,0.328,86,3,0,0,0
1010106,2017/5/31,Wednesday,21,12,198,0.061,Cloudy,3460,2,0.167,1730,1,0.539,12.4,288.3333333,0.328,84,3,0,0,0
